EBCDIC-IT  fail: EBCDIC-IT
EBCDICIT  fail: EBCDICIT
EBCDIC-JP-E  fail: EBCDIC-JP-E
EBCDIC-JP-KANA  fail: EBCDIC-JP-KANA
EBCDIC-PT  fail: EBCDIC-PT
EBCDICPT  fail: EBCDICPT
EBCDIC-UK  fail: EBCDIC-UK
EBCDICUK  fail: EBCDICUK
EBCDIC-US  fail: EBCDIC-US
EBCDICUS  fail: EBCDICUS
ECMA-114  fail: ECMA-114
ECMA-118  fail: ECMA-118
ECMA-128  ok: ECMA-128
ECMA-CYRILLIC  ok: ECMA-CYRILLIC
ECMACYRILLIC  ok: ECMACYRILLIC
ELOT_928  fail: ELOT_928
ES  fail: ES
ES2  fail: ES2
EUC-CN  fail: EUC-CN
EUCCN  fail: EUCCN
EUC-JISX0213  fail: EUC-JISX0213
EUC-JP  fail: EUC-JP
EUCJP  fail: EUCJP
EUC-JP-MS  fail: EUC-JP-MS
EUCJP-MS  fail: EUCJP-MS
EUCJP-OPEN  fail: EUCJP-OPEN
EUCJP-WIN  fail: EUCJP-WIN
EUC-KR  fail: EUC-KR
EUCKR  fail: EUCKR
EUC-TW  fail: EUC-TW
EUCTW  fail: EUCTW
FI  fail: FI
FR  fail: FR
GB  fail: GB
GB13000  fail: GB13000
GB18030  ok: GB18030
GB_1988-80  fail: GB_1988-80
GB_198880  fail: GB_198880
GB2312  fail: GB2312
GBK  fail: GBK
GEORGIAN-ACADEMY  ok: GEORGIAN-ACADEMY
GEORGIAN-PS  ok: GEORGIAN-PS
GOST_19768  fail: GOST_19768
GOST_19768-74  fail: GOST_19768-74
GOST_1976874  fail: GOST_1976874
GREEK  fail: GREEK
GREEK7  fail: GREEK7
GREEK7-OLD  fail: GREEK7-OLD
GREEK7OLD  fail: GREEK7OLD
GREEK8  fail: GREEK8
GREEK-CCITT  fail: GREEK-CCITT
GREEKCCITT  fail: GREEKCCITT
HEBREW  fail: HEBREW
HP-GREEK8  fail: HP-GREEK8
HPGREEK8  fail: HPGREEK8
HP-ROMAN8  ok: HP-ROMAN8
HPROMAN8  ok: HPROMAN8
HP-ROMAN9  ok: HP-ROMAN9
HPROMAN9  ok: HPROMAN9
HP-THAI8  fail: HP-THAI8
HPTHAI8  fail: HPTHAI8
HP-TURKISH8  fail: HP-TURKISH8
HPTURKISH8  fail: HPTURKISH8
HU  fail: HU
IBM037  ok: IBM037
IBM038  fail: IBM038
IBM1004  fail: IBM1004
IBM-1008  ok: IBM-1008
IBM1008  ok: IBM1008
IBM-1025  ok: IBM-1025
IBM1025  ok: IBM1025
IBM1026  ok: IBM1026
IBM-1046  ok: IBM-1046
IBM1046  ok: IBM1046
IBM-1047  ok: IBM-1047
IBM1047  ok: IBM1047
IBM1089  fail: IBM1089
IBM-1097  ok: IBM-1097
IBM1097  ok: IBM1097
IBM-1112  ok: IBM-1112
IBM1112  ok: IBM1112
IBM-1122  ok: IBM-1122
IBM1122  ok: IBM1122
IBM-1123  ok: IBM-1123
IBM1123  ok: IBM1123
IBM-1124  ok: IBM-1124
IBM1124  ok: IBM1124
IBM-1129  ok: IBM-1129
IBM1129  ok: IBM1129
IBM-1130  ok: IBM-1130
IBM1130  ok: IBM1130
IBM-1132  fail: IBM-1132
IBM1132  fail: IBM1132
IBM-1133  fail: IBM-1133
IBM1133  fail: IBM1133
IBM-1137  fail: IBM-1137
IBM1137  fail: IBM1137
IBM-1140  ok: IBM-1140
IBM1140  ok: IBM1140
IBM-1141  ok: IBM-1141
IBM1141  ok: IBM1141
IBM-1142  ok: IBM-1142
IBM1142  ok: IBM1142
IBM-1143  ok: IBM-1143
IBM1143  ok: IBM1143
IBM-1144  ok: IBM-1144
IBM1144  ok: IBM1144
IBM-1145  ok: IBM-1145
IBM1145  ok: IBM1145
IBM-1146  ok: IBM-1146
IBM1146  ok: IBM1146
IBM-1147  ok: IBM-1147
IBM1147  ok: IBM1147
IBM-1148  ok: IBM-1148
IBM1148  ok: IBM1148
IBM-1149  ok: IBM-1149
IBM1149  ok: IBM1149
IBM-1153  ok: IBM-1153
IBM1153  ok: IBM1153
IBM-1154  ok: IBM-1154
IBM1154  ok: IBM1154
IBM-1155  ok: IBM-1155
IBM1155  ok: IBM1155
IBM-1156  ok: IBM-1156
IBM1156  ok: IBM1156
IBM-1157  ok: IBM-1157
IBM1157  ok: IBM1157
IBM-1158  ok: IBM-1158
IBM1158  ok: IBM1158
